current_limit,recommended_limit,action,pd,ep
50000.0,40000.0,decrease,0.068686865,-362.5999649566412
200000.0,160000.0,decrease,0.15151516,0.0
60000.0,48000.0,decrease,0.15151516,-3403.6364936828613
140000.0,112000.0,decrease,0.068686865,-68.59999337017535
70000.0,56000.0,decrease,0.1407767,-3610.096912384033
20000.0,16000.0,decrease,0.6666667,-3029.7400950455662
100000.0,80000.0,decrease,0.1,-2758.5200616577267
360000.0,288000.0,decrease,0.43209878,0.0
100000.0,80000.0,decrease,0.15151516,-31.200001192092895
160000.0,128000.0,decrease,0.28988624,-4115.519046478271
160000.0,128000.0,decrease,0.068686865,-2715.151252746582
130000.0,104000.0,decrease,0.2585034,-39.990205125808714
100000.0,80000.0,decrease,0.068686865,-1037.7605057665705
90000.0,72000.0,decrease,0.5,-4466.5599999999995
80000.0,64000.0,decrease,0.78571427,-3888.1541977071756
220000.0,176000.0,decrease,0.78571427,-79451.42677307129
260000.0,208000.0,decrease,0.1,-236.48000528573988
30000.0,24000.0,decrease,0.78571427,-10834.285469055176
100000.0,80000.0,decrease,0.5,-1269.8
80000.0,64000.0,decrease,0.068686865,-1168.4483719241618
20000.0,16000.0,decrease,0.15789473,-412.99576867103576
140000.0,112000.0,decrease,0.068686865,-421.1242017248273
30000.0,24000.0,decrease,0.33639145,0.0
90000.0,72000.0,decrease,0.11968085,-1067.8770291185378
150000.0,120000.0,decrease,0.068686865,-1263.2877566978334
250000.0,200000.0,decrease,0.11968085,-9911.227200442552
20000.0,16000.0,decrease,0.5,-4480.0
50000.0,40000.0,decrease,0.11968085,-1083.5231994462013
100000.0,80000.0,decrease,0.5,-560.0
500000.0,400000.0,decrease,0.11968085,-185.4744694471359
50000.0,40000.0,decrease,0.33639145,-7273.394775390625
40000.0,32000.0,decrease,0.1,-1280.0000286102295
80000.0,64000.0,decrease,0.33639145,-11637.431640625
100000.0,80000.0,decrease,0.11968085,-2337.8072512102126
180000.0,144000.0,decrease,0.12701252,-60.310661038160326
90000.0,72000.0,decrease,0.15151516,-5105.454740524292
10000.0,8000.0,decrease,0.068686865,-22.95151293337345
200000.0,160000.0,decrease,0.12701252,-9.274239581823348
80000.0,64000.0,decrease,0.8,-3418.2600531506537
90000.0,72000.0,decrease,0.7971686,-28419.713697104453
80000.0,64000.0,decrease,0.12701252,-1736.8121398687363
90000.0,72000.0,decrease,0.7,-28799.99948501587
80000.0,64000.0,decrease,0.33639145,-427.3119430541992
140000.0,112000.0,decrease,0.33639145,-151.286611328125
480000.0,384000.0,decrease,0.056886226,-5426.586456298828
230000.0,184000.0,decrease,0.33639145,-33457.615966796875
70000.0,56000.0,decrease,0.4827586,-1123.922735490799
200000.0,160000.0,decrease,0.1,-5043.280112726092
180000.0,144000.0,decrease,0.056886226,-938.0080797481537
190000.0,152000.0,decrease,0.12701252,-8543.541917800903
20000.0,16000.0,decrease,0.5,-4480.0
10000.0,8000.0,decrease,0.43209878,-1837.5111602783204
80000.0,64000.0,decrease,0.1,-2560.000057220459
60000.0,48000.0,decrease,0.5691057,-15430.2437210083
500000.0,400000.0,decrease,0.1,-166.7200037264824
50000.0,40000.0,decrease,0.38709676,-116.74193167686462
360000.0,288000.0,decrease,0.15151516,0.0
10000.0,8000.0,decrease,0.38709676,-1554.578013820648
300000.0,240000.0,decrease,0.33639145,-37.45798309326172
70000.0,56000.0,decrease,0.15151516,-598.4018410456181
250000.0,200000.0,decrease,0.06666667,-798.7200833129882
10000.0,8000.0,decrease,0.9361702,-1937.668526968956
140000.0,112000.0,decrease,0.045454547,-183.15638410568232
100000.0,80000.0,decrease,0.3768116,0.0
110000.0,88000.0,decrease,0.15151516,0.0
210000.0,168000.0,decrease,0.18817204,-27.034838597774502
210000.0,168000.0,decrease,0.12701252,-813.4351225948333
70000.0,56000.0,decrease,0.78571427,-22210.73664012432
20000.0,16000.0,decrease,0.33639145,-2757.707629089355
220000.0,176000.0,decrease,0.12701252,-277.3840747654438
20000.0,16000.0,decrease,0.5691057,-5143.414573669434
80000.0,64000.0,decrease,0.8,-25885.12040248871
500000.0,400000.0,decrease,0.15151516,-28363.637447357178
210000.0,168000.0,decrease,0.068686865,-3563.636019229889
80000.0,64000.0,decrease,0.5691057,-20573.658294677734
50000.0,40000.0,decrease,0.5691057,-12858.536434173584
240000.0,192000.0,decrease,0.15789473,0.0
150000.0,120000.0,decrease,0.12701252,-11.129087498188017
210000.0,168000.0,decrease,0.38709676,0.0
360000.0,288000.0,decrease,0.3768116,0.0
230000.0,184000.0,decrease,0.03809524,-200.19720401212567
500000.0,400000.0,decrease,0.045454547,3.2945458227396003
150000.0,120000.0,decrease,0.068686865,-1071.6998964259028
30000.0,24000.0,decrease,0.5691057,-7715.12186050415
470000.0,376000.0,decrease,0.045454547,-609.8327954268457
200000.0,160000.0,decrease,0.2585034,-3663.8323405635356
470000.0,376000.0,decrease,0.056886226,-2992.7482989132404
310000.0,248000.0,decrease,0.045454547,-387.92731608152394
210000.0,168000.0,decrease,0.1407767,-10830.2907371521
500000.0,400000.0,decrease,0.045454547,-177.69456531345844
80000.0,64000.0,decrease,0.2585034,-8646.530838012695
20000.0,16000.0,decrease,0.29268292,-1836.9730935037137
150000.0,120000.0,decrease,0.068686865,-78.61211361467838
390000.0,312000.0,decrease,0.12701252,-17536.743936538696
10000.0,8000.0,decrease,0.15151516,-567.2727489471436
390000.0,312000.0,decrease,0.045454547,-104.10910254418849
210000.0,168000.0,decrease,0.38709676,-82.78064246177674
350000.0,280000.0,decrease,0.33639145,-2984.6375460815425
150000.0,120000.0,decrease,0.15151516,-233.9290998470783
210000.0,168000.0,decrease,0.056886226,-773.2461748158933
100000.0,80000.0,decrease,0.07954545,-502.8340761691332
210000.0,168000.0,decrease,0.1407767,-10830.2907371521
290000.0,232000.0,decrease,0.068686865,-665.7635720211267
330000.0,264000.0,decrease,0.2434457,1.6388764166831968
50000.0,40000.0,decrease,0.15151516,-2836.363744735718
80000.0,64000.0,decrease,0.11968085,-2443.44480517745
340000.0,272000.0,decrease,0.056886226,-554.3738544118404
120000.0,96000.0,decrease,0.056886226,-572.8722962641716
30000.0,24000.0,decrease,0.1,-126.32000282347201
260000.0,208000.0,decrease,0.045454547,-149.49819852590554
50000.0,40000.0,decrease,0.12701252,-2248.3005046844482
420000.0,336000.0,decrease,0.1407767,-4697.896471304894
130000.0,104000.0,decrease,0.1,-2879.3200643578175
270000.0,216000.0,decrease,0.045454547,-455.2655054253339
50000.0,40000.0,decrease,0.33639145,-1202.8376609802247
20000.0,16000.0,decrease,0.15789473,-1195.7894134521484
140000.0,112000.0,decrease,0.068686865,-2375.7573461532593
100000.0,80000.0,decrease,0.1407767,-5157.281303405762
50000.0,40000.0,decrease,0.78571427,-13257.55398563385
500000.0,400000.0,decrease,0.056886226,-384.1147043454647
80000.0,64000.0,decrease,0.18817204,-5945.806427001953
220000.0,176000.0,decrease,0.1407767,-3324.190130126476
30000.0,24000.0,decrease,0.5846154,-7938.461894989014
240000.0,192000.0,decrease,0.15151516,-11470.680438272953
220000.0,176000.0,decrease,0.056886226,-152.67927102565764
320000.0,256000.0,decrease,0.1407767,-415.3545429730415
230000.0,184000.0,decrease,0.15789473,-3937.8092753362653
20000.0,16000.0,decrease,0.3768116,-160.74782588481904
280000.0,224000.0,decrease,0.045454547,-601.3891581195592
110000.0,88000.0,decrease,0.068686865,-1866.6664862632751
180000.0,144000.0,decrease,0.11968085,-7460.425586700439
100000.0,80000.0,decrease,0.1407767,-5157.281303405762
80000.0,64000.0,decrease,0.056886226,-612.059598981142
260000.0,208000.0,decrease,0.068686865,-26.812118620872496
110000.0,88000.0,decrease,0.6666667,-33440.00104904175
150000.0,120000.0,decrease,0.1,-4160.560092995762
180000.0,144000.0,decrease,0.11968085,-792.0485164546967
230000.0,184000.0,decrease,0.056886226,-756.6413855290414
500000.0,400000.0,decrease,0.045454547,-536.7127872550486
300000.0,240000.0,decrease,0.1,-59.40000132769346
180000.0,144000.0,decrease,0.12701252,-18.323649113178252
30000.0,24000.0,decrease,0.8,-483.00000751018524
110000.0,88000.0,decrease,0.38709676,-1372.6728584623338
100000.0,80000.0,decrease,0.056886226,-514.7908630990981
390000.0,312000.0,decrease,0.06666667,-6240.000650882721
180000.0,144000.0,decrease,0.056886226,-412.6042832410335
300000.0,240000.0,decrease,0.2434457,-753.2528145909309
260000.0,208000.0,decrease,0.12701252,-435.0461476564407
360000.0,288000.0,decrease,0.3768116,0.0
80000.0,64000.0,decrease,0.15151516,-36.09272865176201
100000.0,80000.0,decrease,0.12701252,-1476.7399789893625
20000.0,16000.0,decrease,0.8,-6590.880102481841
210000.0,168000.0,decrease,0.068686865,-573.6181263810396
10000.0,8000.0,decrease,0.43209878,-1672.6615262377263
150000.0,120000.0,decrease,0.1407767,-23.20776586532593
360000.0,288000.0,decrease,0.2434457,-49.16629250049591
80000.0,64000.0,decrease,0.12701252,-953.2232064735888
130000.0,104000.0,decrease,0.083333336,-395.82001966059204
30000.0,24000.0,decrease,0.15151516,-704.4109360051154
430000.0,344000.0,decrease,0.5691057,-106957.62752286672
20000.0,16000.0,decrease,0.068686865,-339.39390659332275
50000.0,40000.0,decrease,0.07954545,-1109.0908765792847
140000.0,112000.0,decrease,0.12701252,-6295.241413116455
200000.0,160000.0,decrease,0.1,-459.7600102764368
80000.0,64000.0,decrease,0.78571427,-28891.42791748047
50000.0,40000.0,decrease,0.2434457,-1592.23147251606
280000.0,224000.0,decrease,0.33639145,-40731.0107421875
710000.0,568000.0,decrease,0.7,0.0
180000.0,144000.0,decrease,0.1,0.0
500000.0,400000.0,decrease,0.03809524,-34.58858199447394
360000.0,288000.0,decrease,0.43209878,0.0
50000.0,40000.0,decrease,0.2585034,-2736.897214319706
80000.0,64000.0,decrease,0.78571427,-28360.547929496763
50000.0,40000.0,decrease,0.15151516,-2836.363744735718
50000.0,40000.0,decrease,0.1,-548.6800122639536
150000.0,120000.0,decrease,0.2434457,-193.13528233528137
360000.0,288000.0,decrease,0.3768116,0.0
50000.0,40000.0,decrease,0.17643707,-3434.4895601272583
50000.0,40000.0,decrease,0.1,-1600.0000357627869
200000.0,160000.0,decrease,0.07954545,-259.0836287689209
80000.0,64000.0,decrease,0.12701252,3.0352056813240047
140000.0,112000.0,decrease,0.33639145,-70.9155990600586
20000.0,16000.0,decrease,0.3768116,-3089.861735244989
80000.0,64000.0,decrease,0.3768116,0.0
110000.0,88000.0,decrease,0.14619882,-5959.297909736633
140000.0,112000.0,decrease,0.14619882,-7584.560976028442
300000.0,240000.0,decrease,0.03809524,-93.16574274539948
50000.0,40000.0,decrease,0.15151516,-2836.363744735718
180000.0,144000.0,decrease,0.045454547,-614.4291595768925
290000.0,232000.0,decrease,0.056886226,-3009.2541660511497
60000.0,48000.0,decrease,0.33639145,0.0
100000.0,80000.0,decrease,0.4827586,-3476.664066382646
30000.0,24000.0,decrease,0.2434457,-3025.6180000305176
220000.0,176000.0,decrease,0.5691057,-48457.0730887723
230000.0,184000.0,decrease,0.29268292,0.0
30000.0,24000.0,decrease,0.2585034,0.0
20000.0,16000.0,decrease,0.11968085,-69.57883029818535
50000.0,40000.0,decrease,0.3768116,-160.74782588481904
80000.0,64000.0,decrease,0.33639145,0.0
90000.0,72000.0,decrease,0.12701252,-1394.0587279295921
80000.0,64000.0,decrease,0.068686865,-420.5090502691269
50000.0,40000.0,decrease,0.7,-14939.999732851982
50000.0,40000.0,decrease,0.1407767,-355.8524099349976
20000.0,16000.0,decrease,0.2585034,-2161.632709503174
250000.0,200000.0,decrease,0.18817204,-49.42451592445373
120000.0,96000.0,decrease,0.1407767,-57.31028848409652
110000.0,88000.0,decrease,0.5,-24640.0
160000.0,128000.0,decrease,0.18817204,-9.290322542190552
80000.0,64000.0,decrease,0.5691057,-20573.658294677734
410000.0,328000.0,decrease,0.056886226,-581.0404394197463
100000.0,80000.0,decrease,0.056886226,-300.90704534888266
750000.0,600000.0,decrease,0.03809524,-207.12863470092407
30000.0,24000.0,decrease,0.18817204,-2229.6774101257324
80000.0,64000.0,decrease,0.12701252,-1072.045888146162
430000.0,344000.0,decrease,0.045454547,-74.37091740250585
480000.0,384000.0,decrease,0.045454547,-2546.2548300206663
360000.0,288000.0,decrease,0.3768116,0.0
150000.0,120000.0,decrease,0.068686865,-560.3393397855758
130000.0,104000.0,decrease,0.068686865,-1896.7452712351082
40000.0,32000.0,decrease,0.43209878,-7656.296501159668
280000.0,224000.0,decrease,0.1407767,-746.7743327331543
40000.0,32000.0,decrease,0.5691057,-10286.829147338867
120000.0,96000.0,decrease,0.03809524,-29.757151947170485
290000.0,232000.0,decrease,0.068686865,-37.269693367779254
250000.0,200000.0,decrease,0.068686865,-41.91514746427536
200000.0,160000.0,decrease,0.1407767,-73.74912263870239
80000.0,64000.0,decrease,0.14619882,-4334.034843444824
130000.0,104000.0,decrease,0.1,-751.0400167870521
290000.0,232000.0,decrease,0.14619882,-96.70315244436263
180000.0,144000.0,decrease,0.2434457,-127.32809083461761
360000.0,288000.0,decrease,0.1407767,0.32233008146286013
140000.0,112000.0,decrease,0.2434457,-39.83730366706848
350000.0,280000.0,decrease,0.045454547,-421.4982289242744
260000.0,208000.0,decrease,0.12701252,0.0
40000.0,32000.0,decrease,0.12701252,-1030.7333663725854
180000.0,144000.0,decrease,0.15151516,14.181818723678589
80000.0,64000.0,decrease,0.11968085,-1159.5262851107118
500000.0,400000.0,decrease,0.12701252,-216.51133860111236
80000.0,64000.0,decrease,0.064173706,-852.8411580678821
30000.0,24000.0,decrease,0.1407767,-1352.2391577529906
220000.0,176000.0,decrease,0.2585034,0.0
70000.0,56000.0,decrease,0.12701252,-3147.6207065582275
510000.0,408000.0,decrease,0.068686865,-67.79393284201622
20000.0,16000.0,decrease,0.14619882,-1083.508710861206
100000.0,80000.0,decrease,0.78571427,-21326.8395172739
340000.0,272000.0,decrease,0.14619882,-18419.648084640503
180000.0,144000.0,decrease,0.2585034,0.0
290000.0,232000.0,decrease,0.15151516,0.0
80000.0,64000.0,decrease,0.11968085,-3315.7447052001953
280000.0,224000.0,decrease,0.068686865,-37.142420652806756
180000.0,144000.0,decrease,0.15151516,0.0
140000.0,112000.0,decrease,0.2585034,0.0
500000.0,400000.0,decrease,0.03809524,-296.80009066462526
230000.0,184000.0,decrease,0.11968085,-7863.3921854043
250000.0,200000.0,decrease,0.5,-176.67999999999998
10000.0,8000.0,decrease,0.3768116,-1195.922607191801
230000.0,184000.0,decrease,0.1407767,-11861.746997833252
70000.0,56000.0,decrease,0.11968085,-2901.276617050171
140000.0,112000.0,decrease,0.068686865,-98.72120258033276
430000.0,344000.0,decrease,0.11968085,-512.9042590856552
120000.0,96000.0,decrease,0.43209878,-47.851853132247925
20000.0,16000.0,decrease,0.12701252,-899.3202018737793
30000.0,24000.0,decrease,0.2585034,-3242.4490642547607
80000.0,64000.0,decrease,0.5691057,-20573.658294677734
400000.0,320000.0,decrease,0.12701252,-17986.404037475586
200000.0,160000.0,decrease,0.3768116,0.0
30000.0,24000.0,decrease,0.03809524,-7.71428807079792
50000.0,40000.0,decrease,0.33639145,-7273.394775390625
250000.0,200000.0,decrease,0.12701252,-67.28039260268211
120000.0,96000.0,decrease,0.068686865,-189.2545271641016
80000.0,64000.0,decrease,0.1,48.520001084506504
430000.0,344000.0,decrease,0.1,-73.480001642406
120000.0,96000.0,decrease,0.11968085,-3926.877901177406
20000.0,16000.0,decrease,0.15789473,-1195.7894134521484
20000.0,16000.0,decrease,0.068686865,-339.39390659332275
80000.0,64000.0,decrease,0.12701252,0.0
20000.0,16000.0,decrease,0.11968085,-397.78574760198586
140000.0,112000.0,decrease,0.33639145,0.0
10000.0,8000.0,decrease,0.12701252,-449.66010093688965
220000.0,176000.0,decrease,0.1,-3980.7200889760256
60000.0,48000.0,decrease,0.11968085,-14.61000010728836
80000.0,64000.0,decrease,0.18817204,-2018.1367658400536
30000.0,24000.0,decrease,0.18817204,-2229.6774101257324
140000.0,112000.0,decrease,0.43209878,-26797.037754058838
20000.0,16000.0,decrease,0.15789473,-335.6431409883499
100000.0,80000.0,decrease,0.12701252,-4496.6010093688965
220000.0,176000.0,decrease,0.1,-6355.280142051577
80000.0,64000.0,decrease,0.1,-1097.2800245261192
80000.0,64000.0,decrease,0.14619882,-4334.034843444824
130000.0,104000.0,decrease,0.7,-28380.799492511745
300000.0,240000.0,decrease,0.38709676,0.0
60000.0,48000.0,decrease,0.15151516,-3403.6364936828613
360000.0,288000.0,decrease,0.14619882,-16.862104312777518
10000.0,8000.0,decrease,0.3768116,-2.473043475151062
50000.0,40000.0,decrease,0.2434457,-4136.650143125057
50000.0,40000.0,decrease,0.1407767,-2578.640651702881
200000.0,160000.0,decrease,0.15151516,0.0
30000.0,24000.0,decrease,0.5,-4245.92
220000.0,176000.0,decrease,0.33639145,-583.3262609863282
200000.0,160000.0,decrease,0.045454547,-43.30182302117346
80000.0,64000.0,decrease,0.38709676,-13584.515686035156
200000.0,160000.0,decrease,0.1,-604.3600135084987
240000.0,192000.0,decrease,0.43209878,-155.99704121112825
500000.0,400000.0,decrease,0.068686865,-1540.4240935504436
230000.0,184000.0,decrease,0.11968085,-357.5305345404148
20000.0,16000.0,decrease,0.15151516,-797.1600304579734
50000.0,40000.0,decrease,0.1407767,-2578.640651702881
100000.0,80000.0,decrease,0.15789473,-435.71576752662656
230000.0,184000.0,decrease,0.33639145,0.0
60000.0,48000.0,decrease,0.18817204,-3924.5109514975543
120000.0,96000.0,decrease,0.2585034,-519.4673605024815
130000.0,104000.0,decrease,0.06666667,-114.38001193076371
50000.0,40000.0,decrease,0.5846154,-10285.931231186389
400000.0,320000.0,decrease,0.045454547,-101.91273866236207
240000.0,192000.0,decrease,0.33639145,-800.0734252929688
70000.0,56000.0,decrease,0.12701252,-558.0281852626799
20000.0,16000.0,decrease,0.1407767,-1031.4562606811523
50000.0,40000.0,decrease,0.78571427,-12698.233998293876
240000.0,192000.0,decrease,0.12701252,-3393.8658193337915
380000.0,304000.0,decrease,0.056886226,-2360.861874936819
50000.0,40000.0,decrease,0.33639145,-948.9961833190918
50000.0,40000.0,decrease,0.068686865,-265.1090652877092
430000.0,344000.0,decrease,0.11968085,-2123.320015592575
60000.0,48000.0,decrease,0.1407767,-1477.6255594420431
30000.0,24000.0,decrease,0.2434457,-458.63326183795925
170000.0,136000.0,decrease,0.15789473,-10164.210014343262
70000.0,56000.0,decrease,0.38709676,-8656.520362868308
130000.0,104000.0,decrease,0.11968085,-20.20531929731369
50000.0,40000.0,decrease,0.38709676,-8490.322303771973
20000.0,16000.0,decrease,0.2696534,0.0
50000.0,40000.0,decrease,0.2585034,-142.93796291589737
20000.0,16000.0,decrease,0.5846154,-4644.992516305447
110000.0,88000.0,decrease,0.15789473,-150.59472925662993
90000.0,72000.0,decrease,0.11968085,-3730.2127933502197
180000.0,144000.0,decrease,0.06666667,-1296.0001351833344
50000.0,40000.0,decrease,0.2434457,-5042.696666717529
200000.0,160000.0,decrease,0.2434457,0.12606741666793825
20000.0,16000.0,decrease,0.78571427,-5117.845598444938
50000.0,40000.0,decrease,0.2434457,-5042.696666717529
170000.0,136000.0,decrease,0.2434457,-14372.567972061635
380000.0,304000.0,decrease,0.045454547,-2210.9093379974365
30000.0,24000.0,decrease,0.5,-454.44
30000.0,24000.0,decrease,0.2434457,-2470.1649621915817
160000.0,128000.0,decrease,0.06666667,-80.60000840723514
60000.0,48000.0,decrease,0.5846154,-9779.192746889592
450000.0,360000.0,decrease,0.15151516,-116.14909534692765
80000.0,64000.0,decrease,0.33639145,-72.37027801513672
90000.0,72000.0,decrease,0.33639145,-4329.851909790039
30000.0,24000.0,decrease,0.38709676,0.0
50000.0,40000.0,decrease,0.5691057,-12858.536434173584
30000.0,24000.0,decrease,0.78571427,-10834.285469055176
50000.0,40000.0,decrease,0.38709676,-6817.516551871299
320000.0,256000.0,decrease,0.1,-296.68000663131477
300000.0,240000.0,decrease,0.12701252,-73.85667157888412
390000.0,312000.0,decrease,0.068686865,-1915.3270876210927
50000.0,40000.0,decrease,0.15151516,-2836.363744735718
20000.0,16000.0,decrease,0.9361702,-568.7872388362885
90000.0,72000.0,decrease,0.1407767,-4641.553173065186
300000.0,240000.0,decrease,0.056886226,-259.19016196608544
300000.0,240000.0,decrease,0.045454547,-393.1127712064981
200000.0,160000.0,decrease,0.1407767,-347.60075984954835
50000.0,40000.0,decrease,0.06666667,-674.3000703349709
20000.0,16000.0,decrease,0.3768116,-80.37391294240952
390000.0,312000.0,decrease,0.045454547,-220.7709337639808
70000.0,56000.0,decrease,0.11968085,-2901.276617050171
300000.0,240000.0,decrease,0.06666667,-3174.820331159532
140000.0,112000.0,decrease,0.11968085,-5802.553234100342
200000.0,160000.0,decrease,0.068686865,-2074.990708554089
80000.0,64000.0,decrease,0.12701252,-120.67752958893774
80000.0,64000.0,decrease,0.1407767,-4125.825042724609
170000.0,136000.0,decrease,0.14619882,-82.4821006143093
50000.0,40000.0,decrease,0.12701252,-2248.3005046844482
100000.0,80000.0,decrease,0.12701252,-4496.6010093688965
30000.0,24000.0,decrease,0.2434457,-242.55370966911312
30000.0,24000.0,decrease,0.068686865,-509.09085988998413
320000.0,256000.0,decrease,0.11968085,-3783.2647086334223
70000.0,56000.0,decrease,0.33639145,-7548.1472630310045
50000.0,40000.0,decrease,0.14285715,-2628.571581840515
130000.0,104000.0,decrease,0.068686865,-1455.7665259745718
50000.0,40000.0,decrease,0.5691057,-2877.418990557194
50000.0,40000.0,decrease,0.18817204,-1500.2941873383522
50000.0,40000.0,decrease,0.33639145,-453.859833984375
160000.0,128000.0,decrease,0.33639145,-18704.807509002683
450000.0,360000.0,decrease,0.1407767,-8.380582118034363
380000.0,304000.0,decrease,0.068686865,-2395.399768497348
30000.0,24000.0,decrease,0.38709676,-2656.834106907844
50000.0,40000.0,decrease,0.12701252,-2248.3005046844482
220000.0,176000.0,decrease,0.5,-217.27999999999997
50000.0,40000.0,decrease,0.43209878,-93.31111360788346
90000.0,72000.0,decrease,0.33639145,0.0
80000.0,64000.0,decrease,0.14285715,-4205.714530944824
390000.0,312000.0,decrease,0.045454547,-30.52363977491855
140000.0,112000.0,decrease,0.15151516,-7941.81848526001
360000.0,288000.0,decrease,0.1,-4056.120090661347
50000.0,40000.0,decrease,0.625,-14200.0
260000.0,208000.0,decrease,0.2585034,-28101.22522354126
180000.0,144000.0,decrease,0.11968085,-62.53287279963493
360000.0,288000.0,decrease,0.1,76.68000171393156
230000.0,184000.0,decrease,0.2434457,-331.55730583667753
130000.0,104000.0,decrease,0.06666667,-267.00002785027027
20000.0,16000.0,decrease,0.14619882,-1083.508710861206
200000.0,160000.0,decrease,0.12701252,7.869051766395568
220000.0,176000.0,decrease,0.056886226,-1416.734753689766
20000.0,16000.0,decrease,0.18817204,-764.2219323205948
20000.0,16000.0,decrease,0.15151516,-1134.545497894287
240000.0,192000.0,decrease,0.15151516,-13614.545974731445
480000.0,384000.0,decrease,0.056886226,-206.86034517526627
50000.0,40000.0,decrease,0.11968085,-1349.7153290605545
100000.0,80000.0,decrease,0.1407767,-2423.6643485355376
120000.0,96000.0,decrease,0.3768116,-19784.347801208496
230000.0,184000.0,decrease,0.06666667,-2080.0202169629933
20000.0,16000.0,decrease,0.15789473,-1195.7894134521484
50000.0,40000.0,decrease,0.12701252,-1413.0568671941758
130000.0,104000.0,decrease,0.78571427,-46948.57036590576
150000.0,120000.0,decrease,0.1407767,-111.91300428390502
60000.0,48000.0,decrease,0.5,-11552.519999999999
260000.0,208000.0,decrease,0.068686865,-764.6544715547561
500000.0,400000.0,decrease,0.068686865,-645.1666043147444
270000.0,216000.0,decrease,0.056886226,-1057.2375326955319
410000.0,328000.0,decrease,0.2434457,0.0
60000.0,48000.0,decrease,0.3768116,-508.82869501233097
200000.0,160000.0,decrease,0.07954545,-7.236817969679833
50000.0,40000.0,decrease,0.15151516,-55.309093022346495
500000.0,400000.0,decrease,0.43209878,17.46592639327049
150000.0,120000.0,decrease,0.2434457,-41.47618008375168
170000.0,136000.0,decrease,0.38709676,0.0
50000.0,40000.0,decrease,0.2585034,-5404.081773757935
130000.0,104000.0,decrease,0.15789473,-78.32420658111573
120000.0,96000.0,decrease,0.5691057,-30860.4874420166
70000.0,56000.0,decrease,0.1,-368.56000823795796
320000.0,256000.0,decrease,0.068686865,-74.09393223315477
110000.0,88000.0,decrease,0.1,-3185.8400712090724
420000.0,336000.0,decrease,0.06666667,-691.3400721123813
240000.0,192000.0,decrease,0.03809524,-51.5571586064994
380000.0,304000.0,decrease,0.045454547,-513.3891482847928
20000.0,16000.0,decrease,0.1407767,-1031.4562606811523
50000.0,40000.0,decrease,0.5,-9950.919999999998
20000.0,16000.0,decrease,0.38709676,-165.56128492355347
20000.0,16000.0,decrease,0.33639145,-2909.35791015625
240000.0,192000.0,decrease,0.11968085,-9947.234115600586
340000.0,272000.0,decrease,0.33639145,1.454678955078125
90000.0,72000.0,decrease,0.8,-8357.280129947661
50000.0,40000.0,decrease,0.14619882,-2117.9886525559423
210000.0,168000.0,decrease,0.056886226,-1936.1749577891828
60000.0,48000.0,decrease,0.2434457,-5588.694648306369
50000.0,40000.0,decrease,0.33639145,-2234.932379608154
50000.0,40000.0,decrease,0.1407767,0.0
90000.0,72000.0,decrease,0.1407767,-1408.840320057869
250000.0,200000.0,decrease,0.1,-150.3600033608079
290000.0,232000.0,decrease,0.78571427,-104731.4262008667
240000.0,192000.0,decrease,0.07954545,-238.50999300837518
360000.0,288000.0,decrease,0.068686865,-28.848482060432435
340000.0,272000.0,decrease,0.056886226,-168.88837171673774
290000.0,232000.0,decrease,0.07954545,-2075.7744846057894
50000.0,40000.0,decrease,0.5691057,-12858.536434173584
310000.0,248000.0,decrease,0.068686865,-11.242423155903817
10000.0,8000.0,decrease,0.15151516,-567.2727489471436
260000.0,208000.0,decrease,0.068686865,-3853.796597248018
180000.0,144000.0,decrease,0.056886226,-1013.2737033581734
20000.0,16000.0,decrease,0.2585034,-12.969796257019043
360000.0,288000.0,decrease,0.12701252,-134.8980302810669
80000.0,64000.0,decrease,0.15789473,-4783.157653808594
450000.0,360000.0,decrease,0.045454547,-77.93455416440963
30000.0,24000.0,decrease,0.2434457,-3025.6180000305176
500000.0,400000.0,decrease,0.11968085,-1372.9773505079745
210000.0,168000.0,decrease,0.11968085,-7603.209843068123
300000.0,240000.0,decrease,0.1407767,-68.84970540046692
100000.0,80000.0,decrease,0.33639145,-14546.78955078125
240000.0,192000.0,decrease,0.5,-38668.840000000004
50000.0,40000.0,decrease,0.068686865,-638.9302412810922
20000.0,16000.0,decrease,0.7,-6399.999885559082
110000.0,88000.0,decrease,0.18817204,-174.37935411691666
200000.0,160000.0,decrease,0.12701252,-554.9367720687388
220000.0,176000.0,decrease,0.14619882,7.923157448172569
50000.0,40000.0,decrease,0.1407767,-630.7355034065247
60000.0,48000.0,decrease,0.12701252,-2257.9119893419743
20000.0,16000.0,decrease,0.9361702,-5274.011959342956
170000.0,136000.0,decrease,0.33639145,-441.6768977355957
30000.0,24000.0,decrease,0.5,-568.4
160000.0,128000.0,decrease,0.18817204,-165.181934800148
200000.0,160000.0,decrease,0.33639145,-29093.5791015625
120000.0,96000.0,decrease,0.12701252,-4560.059291113615
230000.0,184000.0,decrease,0.11968085,-668.6924517190456
20000.0,16000.0,decrease,0.12701252,-599.4531220614911
10000.0,8000.0,decrease,0.9361702,-568.7872388362885
100000.0,80000.0,decrease,0.2434457,0.0
130000.0,104000.0,decrease,0.33639145,0.0
50000.0,40000.0,decrease,0.2434457,-5042.696666717529
140000.0,112000.0,decrease,0.056886226,-1309.1074556398391
50000.0,40000.0,decrease,0.068686865,-848.4847664833069
360000.0,288000.0,decrease,0.07954545,-88.89363375782966
